581,431
582,431
583,431
584,431
585,431
586,431
587,431
588,431
589,431
581,432
582,432
583,432
584,432
585,432
586,432
587,432
588,432
589,432
580,433
581,433
582,433
583,433
584,433
585,433
586,433
587,433
588,433
589,433
579,434
580,434
581,434
582,434
583,434
584,434
585,434
586,434
587,434
588,434
589,434
578,435
579,435
580,435
581,435
582,435
583,435
584,435
585,435
586,435
587,435
588,435
589,435
578,436
579,436
580,436
581,436
582,436
583,436
584,436
585,436
586,436
587,436
588,436
589,436
578,437
579,437
580,437
581,437
582,437
583,437
584,437
585,437
586,437
587,437
588,437
589,437
578,438
579,438
580,438
581,438
582,438
583,438
584,438
585,438
586,438
587,438
588,438
589,438
578,439
579,439
580,439
581,439
582,439
583,439
584,439
585,439
586,439
587,439
588,439
589,439
578,440
579,440
580,440
581,440
582,440
583,440
584,440
585,440
586,440
587,440
588,440
589,440
578,441
579,441
580,441
581,441
582,441
583,441
584,441
585,441
586,441
587,441
588,441
589,441
578,442
579,442
580,442
581,442
582,442
583,442
584,442
585,442
586,442
587,442
588,442
589,442
578,443
579,443
580,443
581,443
582,443
583,443
584,443
585,443
586,443
587,443
588,443
589,443
578,444
579,444
580,444
581,444
582,444
583,444
584,444
585,444
586,444
587,444
588,444
589,444
578,445
579,445
580,445
581,445
582,445
583,445
584,445
585,445
586,445
587,445
588,445
589,445
579,446
580,446
581,446
582,446
583,446
584,446
585,446
586,446
587,446
588,446
589,446
580,447
581,447
582,447
583,447
584,447
585,447
586,447
587,447
588,447
589,447
581,448
582,448
583,448
584,448
585,448
586,448
587,448
588,448
589,448
582,449
583,449
584,449
585,449
586,449
587,449
588,449
589,449
584,450
585,450
586,450
587,450
588,450
589,450
590,450
591,450
592,450
592,451
592,452
590,453
591,453
592,453
588,454
589,454
590,454
591,454
592,454
586,455
587,455
588,455
589,455
590,455
591,455
592,455
584,456
585,456
586,456
587,456
588,456
582,457
583,457
584,457
585,457
586,457
587,457
588,457
581,458
582,458
583,458
584,458
585,458
586,458
587,458
588,458
580,459
581,459
582,459
583,459
584,459
585,459
586,459
579,460
580,460
581,460
582,460
583,460
584,460
585,460
586,460
579,461
580,461
581,461
582,461
583,461
584,461
585,461
586,461
578,462
579,462
580,462
581,462
582,462
583,462
584,462
585,462
586,462
578,463
579,463
580,463
581,463
582,463
583,463
584,463
585,463
586,463
578,464
579,464
580,464
581,464
582,464
583,464
584,464
585,464
586,464
578,465
579,465
580,465
581,465
582,465
583,465
584,465
585,465
586,465
578,466
579,466
580,466
581,466
582,466
583,466
584,466
585,466
586,466
578,467
579,467
580,467
581,467
582,467
583,467
584,467
585,467
586,467
578,468
579,468
580,468
581,468
582,468
583,468
584,468
585,468
586,468
578,469
579,469
580,469
581,469
582,469
583,469
584,469
585,469
586,469
578,470
579,470
580,470
581,470
582,470
583,470
584,470
585,470
586,470
578,471
579,471
580,471
581,471
582,471
583,471
584,471
585,471
586,471
578,472
579,472
580,472
581,472
582,472
583,472
584,472
585,472
586,472
578,473
579,473
580,473
581,473
582,473
583,473
584,473
585,473
586,473
578,474
579,474
580,474
581,474
582,474
583,474
584,474
585,474
586,474
579,475
580,475
581,475
582,475
583,475
584,475
585,475
586,475
580,476
581,476
582,476
583,476
584,476
585,476
586,476
581,477
582,477
583,477
584,477
585,477
586,477
582,478
583,478
584,478
585,478
586,478
